x,y,z
-29.487804,1.159627,2.778543
-29.52608,1.1572597,2.7742677
-29.566301,1.1707203,2.7854671
-29.603708,1.1614025,2.7746859
-29.642847,1.1672018,2.7786937
-29.681541,1.1695254,2.779451
-29.72013,1.1712341,2.7797284
-29.758867,1.1751897,2.7823105
-29.796906,1.1706538,2.7767577
-29.835157,1.1683631,2.7735038
-29.873772,1.1719012,2.7760363
-29.91215,1.1719568,2.775301
-29.950556,1.172828,2.775477
-29.98926,1.1831124,2.7849293
-30.027832,1.1949306,2.7959933
-30.06589,1.188216,2.789143
-30.104048,1.1808827,2.7818074
-30.142342,1.1879807,2.7886324
-30.180513,1.19661,2.7970643
-30.21864,1.1988873,2.7994337
-30.256922,1.192663,2.7936459
-30.295193,1.1901207,2.7915597
-30.333258,1.1941254,2.7959604
-30.371325,1.1967947,2.7991776
-30.409584,1.1952634,2.7984276
-30.447777,1.1952634,2.799283
-30.486172,1.1924973,2.7975678
-30.524668,1.1891141,2.795372
-30.563961,1.1772418,2.7850466
-30.60216,1.1790707,2.788155
-30.640697,1.1774197,2.788001
-30.679182,1.176584,2.7887592
-30.717512,1.177278,2.79112
-30.756376,1.1737819,2.7895346
-30.795296,1.1703868,2.7881703
-30.835085,1.1613793,2.781487
-30.874268,1.1574767,2.7798762
-30.91238,1.1608148,2.7854004
-30.95092,1.1613965,2.788375
-30.989077,1.1642168,2.793633
-31.02732,1.1664224,2.7984152
-31.066074,1.1658762,2.8006563
-31.10739,1.1526122,2.79074
-31.147001,1.148716,2.79
-31.18836,1.1370993,2.781942
-29.044014,1.281765,2.881271
-29.085371,1.2959425,2.8917356
-29.119347,1.2776883,2.8707438
-29.161098,1.2949102,2.88443
-29.198103,1.2902923,2.8769517
-29.236284,1.2914379,2.8752112
-29.272188,1.2806294,2.8619142
-29.30648,1.2599778,2.8391027
-29.3428,1.2493424,2.82618
-29.378246,1.2324069,2.8072004
-29.41583,1.2276313,2.8002257
-29.454426,1.2293465,2.7997203
-29.493483,1.2347162,2.802915
-29.53273,1.2423215,2.8084226
-29.570023,1.2350938,2.79951
-29.608892,1.240767,2.8033633
-29.647593,1.2458313,2.8067398
-29.68628,1.2517078,2.8110342
-29.72442,1.2527013,2.8106537
-29.76254,1.2537932,2.8104868
-29.800274,1.2499964,2.8056335
-29.838394,1.2512841,2.8058915
-29.876328,1.2498198,2.8035612
-29.914602,1.2548666,2.807746
-29.952614,1.2557364,2.8079414
-29.99078,1.261694,2.8132563
-30.028315,1.2470744,2.7984533
-30.06649,1.2553666,2.806295
-30.104572,1.2680347,2.8185563
-30.142424,1.2658274,2.8163042
-30.180437,1.2437537,2.7946324
-30.218323,1.2552886,2.8061266
-30.256357,1.2519479,2.8031063
-30.29462,1.2430024,2.794693
-30.332586,1.2455614,2.7977076
-30.37071,1.2439415,2.7967286
-30.40851,1.2488334,2.802267
-30.446903,1.2431335,2.797511
-30.484781,1.2460825,2.801371
-30.522781,1.2469919,2.8033423
-30.560272,1.2536955,2.81112
-30.598131,1.2555108,2.8142104
-30.635593,1.2609818,2.8210049
-30.675419,1.2444885,2.8063626
-30.713306,1.246599,2.8100944
-30.75062,1.2530732,2.8182178
-30.788887,1.2518218,2.8188844
-30.826464,1.2556443,2.824637
-30.86538,1.2503273,2.821557
-30.904495,1.2444031,2.8180041
-30.943708,1.2385824,2.8146768
-30.982767,1.2342856,2.812963
-31.02281,1.2251277,2.806623
-31.059872,1.2323811,2.8164363
-31.09994,1.2241411,2.811242
-31.139698,1.2181339,2.808354
-31.179249,1.2136483,2.807077
-31.218082,1.2128057,2.809474
-31.257915,1.2078235,2.8079638
-31.297153,1.2057741,2.8094344
-31.336603,1.2031229,2.8104434
-31.377003,1.1970487,2.8082557
-31.416382,1.1953151,2.8104095
-31.456757,1.1901631,2.8093767
-31.497215,1.1851208,2.8085809
-31.542444,1.164006,2.7923675
-31.581522,1.1648209,2.7975135
-31.621881,1.1615238,2.7988124
-31.669575,1.1351707,2.7779984
-31.70322,1.1538544,2.8007684
-31.748386,1.1368711,2.789288
