x,y,z
-29.02053,1.1153371,2.8083682
-29.058695,1.1117702,2.8014998
-29.09892,1.117585,2.8037195
-29.139942,1.1277957,2.8102727
-29.178366,1.1259639,2.8054366
-29.217777,1.1292388,2.8056107
-29.257133,1.1326177,2.8060102
-29.296684,1.1375322,2.8080077
-29.335552,1.1389701,2.806797
-29.373589,1.1354928,2.8009892
-29.41277,1.1392822,2.802279
-29.452612,1.1481943,2.8086152
-29.491234,1.1493206,2.8075948
-29.530758,1.1577246,2.813694
-29.570576,1.1698222,2.823475
-29.609636,1.1769996,2.8286471
-29.649254,1.1907446,2.8402672
-29.689068,1.2089057,2.8562684
-29.728083,1.2214243,2.8669615
-29.767012,1.2354839,2.8792644
-29.80582,1.2510846,2.8931751
-29.84424,1.2646298,2.905229
-29.882769,1.2840302,2.9230514
-29.920742,1.298497,2.936235
-29.95816,1.3051491,2.9420009
-29.995804,1.3219707,2.9576945
-30.032927,1.3288171,2.963881
-30.069828,1.329283,2.9640255
-30.10677,1.3348811,2.9692373
-30.143618,1.3391349,2.9732652
-30.180422,1.3398855,2.9740267
-30.21712,1.3472064,2.9812422
-30.25373,1.3531821,2.9872727
-30.29027,1.3585324,2.9928122
-30.326862,1.3603787,2.9950829
-30.363493,1.3608804,2.9961705
-30.400154,1.3607569,2.9967694
-30.436638,1.3636041,3.0003457
-30.472874,1.3694208,3.006896
-30.50947,1.3695786,3.0081053
-30.546124,1.3691118,3.0088239
-30.581974,1.3773625,3.0180554
-30.617987,1.3828294,3.024713
-30.654308,1.3847971,3.0281138
-30.690771,1.3854218,3.0303345
-30.729578,1.3674791,3.0148077
-30.766073,1.3690157,3.0181394
-30.80601,1.3462596,2.9982367
-28.533165,1.094147,2.8001509
-28.576384,1.1048424,2.805356
-28.612984,1.0952044,2.7913113
-28.652761,1.0955403,2.786901
-28.694221,1.1016333,2.7881207
-28.741129,1.1269312,2.8078575
-28.780832,1.1283131,2.8048577
-28.823618,1.14113,2.8129497
-28.86431,1.1469824,2.8145041
-28.904354,1.1508181,2.8142567
-28.943977,1.1533422,2.8128772
-28.984758,1.1609418,2.8165083
-29.02342,1.1601274,2.8121734
-29.06161,1.1572814,2.8060026
-29.101234,1.1609344,2.8062148
-29.140797,1.1646936,2.8066573
-29.180439,1.1692688,2.808013
-29.22097,1.1789367,2.8144145
-29.260948,1.1865764,2.8189883
-29.300293,1.1914711,2.8210363
-29.339193,1.19433,2.82124
-29.376892,1.1901538,2.8147554
-29.41509,1.18893,2.8112454
-29.45414,1.1935189,2.8134856
-29.49311,1.1982098,2.8159494
-29.531727,1.2008588,2.8165555
-29.570211,1.202894,2.8166847
-29.611664,1.2314909,2.8427167
-29.650543,1.240171,2.8495479
-29.689632,1.2525322,2.8600764
-29.728199,1.2614179,2.8673515
-29.766682,1.271121,2.8755417
-29.805218,1.2837889,2.8867364
-29.844534,1.3115978,2.912774
-29.881758,1.3108609,2.9111757
-29.919487,1.3202486,2.9195395
-29.957035,1.3290181,2.9274192
-29.994202,1.3307195,2.9285393
-30.03132,1.3318,2.9291692
-30.068485,1.3365593,2.9334922
-30.105574,1.3414137,2.9380226
-30.142586,1.3492305,2.945551
-30.179539,1.3471088,2.943519
-30.216524,1.3450825,2.9416957
-30.253492,1.3453007,2.9421687
-30.29037,1.3484807,2.9456367
-30.327143,1.3531878,2.950704
-30.363937,1.3558395,2.953885
-30.40038,1.3643167,2.962843
-30.436508,1.3757505,2.9747868
-30.472906,1.38083,2.9806623
-30.509674,1.3802755,2.9811726
-30.546204,1.3826783,2.9846692
-30.582153,1.3909004,2.9939318
-30.619001,1.3891959,2.9936619
-30.655796,1.3883023,2.9942932
-30.692438,1.3889341,2.9965196
-30.72889,1.3910897,3.0003366
-30.764635,1.3983412,3.0092077
-30.801182,1.3992531,3.012042
-30.841587,1.374553,2.9901757
-30.878878,1.3720944,2.9899836
-28.121807,1.1023295,2.8149233
-28.16128,1.0999446,2.806374
-28.197725,1.0900164,2.7907605
-28.244408,1.1059287,2.7999187
-28.28843,1.115711,2.803388
-28.328627,1.1158581,2.7977939
-28.372145,1.1251874,2.801126
-28.416763,1.1381347,2.8080788
-28.460434,1.1491151,2.8133016
-28.504404,1.1616206,2.8201418
-28.547468,1.1721523,2.8252358
-28.588076,1.1757958,2.8238435
-28.625721,1.1704271,2.8138928
-28.668879,1.1827116,2.8210979
-28.710354,1.1901996,2.8238173
-28.751703,1.1978028,2.826786
-28.791523,1.2005932,2.825234
-28.827394,1.1894026,2.8102632
-28.867605,1.1938066,2.8105192
-28.908657,1.2018464,2.814434
-28.949932,1.2114103,2.819965
-28.989326,1.2140255,2.8188772
-29.035177,1.244308,2.8448305
-29.075382,1.252099,2.849052
-29.11546,1.2599995,2.8535094
-29.151213,1.2481859,2.8388772
-29.189312,1.2470841,2.8347998
-29.228394,1.2510421,2.8357787
-29.267807,1.2572308,2.8390594
-29.306734,1.2613966,2.840489
-29.34535,1.2642462,2.840753
-29.383106,1.262227,2.8363752
-29.42243,1.2702487,2.8419409
-29.460266,1.2691379,2.8386884
-29.498808,1.2731001,2.8405218
-29.53821,1.2842746,2.8495436
-29.575775,1.2820396,2.845542
-29.613861,1.2841699,2.8459368
-29.652212,1.2892461,2.8493404
-29.691181,1.3015416,2.859949
-29.729885,1.3132279,2.8700814
-29.767988,1.3200312,2.8755393
-29.806032,1.327646,2.8819118
-29.843529,1.3289478,2.8822007
-29.881166,1.3331964,2.885499
-29.91895,1.3418188,2.8932123
-29.956322,1.3441243,2.8948312
-29.993776,1.3500903,2.9001641
-30.031097,1.354727,2.9043036
-30.06829,1.3566082,2.905848
-30.10544,1.3571589,2.9061975
-30.14258,1.357805,2.906753
-30.179693,1.3606856,2.9096208
-30.21672,1.3665137,2.9154987
-30.253733,1.3688715,2.918076
-30.290749,1.3698986,2.919458
-30.327667,1.3731594,2.9231496
-30.364367,1.3800783,2.9305468
-30.401382,1.379251,2.9304438
-30.438055,1.3842201,2.9361491
-30.474749,1.3878574,2.9406557
-30.51144,1.3908763,2.9446669
-30.548084,1.3939886,2.9488816
-30.584543,1.3986192,2.9546967
-30.62115,1.4012065,2.9586167
-30.65795,1.401753,2.9606476
-30.69432,1.405951,2.96637
-30.731167,1.4059746,2.9681106
-30.767727,1.4082263,2.972148
-30.80415,1.4112821,2.9770837
-30.841064,1.4108789,2.9787445
-30.878325,1.4084413,2.9785266
-30.915508,1.406811,2.979216
-30.955713,1.3882492,2.963469
