x,y,z
-28.933754,1.2334259,2.931942
-28.971796,1.2331982,2.9279852
-29.015665,1.2573099,2.9473639
-29.05981,1.2844036,2.9697456
-29.100965,1.3002079,2.981502
-29.142637,1.3196986,2.9969225
-29.17998,1.3200157,2.9941478
-29.217457,1.3211446,2.9922662
-29.255735,1.326664,2.99471
-29.293926,1.3322852,2.997374
-29.331518,1.3351443,2.9975123
-29.369545,1.3409677,3.0006151
-29.406557,1.3411589,2.9984322
-29.444218,1.3457477,3.0005894
-29.482218,1.3533039,3.0057178
-29.519606,1.3573744,3.007617
-29.556465,1.3579543,3.006277
-29.59357,1.3607833,3.0072165
-29.630632,1.3637092,3.0083652
-29.667868,1.3688862,3.011798
-29.704882,1.3727238,3.0140576
-29.741703,1.3752203,3.015142
-29.778484,1.3778117,3.0164323
-29.815119,1.3790607,3.016543
-29.85038,1.3595505,2.9967508
-29.886278,1.3458822,2.9826999
-29.92218,1.3279884,2.964682
-28.622765,1.1262429,2.8209248
-28.672703,1.1604908,2.8489308
-28.716393,1.1758194,2.8590426
-28.75963,1.1905677,2.8687515
-28.805231,1.2146392,2.8875413
-28.84714,1.2268097,2.8950877
-28.889795,1.2426419,2.9062905
-28.933294,1.2628505,2.9218445
-28.976114,1.2817671,2.9363084
-29.020348,1.3079076,2.9578714
-29.058676,1.3107352,2.957151
-29.097435,1.3157976,2.958706
-29.135181,1.3166957,2.9563713
-29.173506,1.3205407,2.9569998
-29.211622,1.3237743,2.9571605
-29.250097,1.329247,2.9596038
-29.287687,1.330545,2.958136
-29.326265,1.337646,2.9623985
-29.364367,1.3427103,2.9648142
-29.402958,1.3514435,2.9709034
-29.44053,1.3545687,2.971684
-29.477427,1.3535075,2.9685264
-29.515223,1.3589711,2.9718084
-29.553574,1.3695376,2.9801588
-29.5908,1.3723419,2.9811006
-29.62741,1.3702371,2.9773927
-29.66473,1.3746641,2.9801402
-29.702257,1.3820512,2.9858794
-29.739534,1.3881049,2.9904404
-29.775896,1.3842335,2.9854717
-29.812635,1.3847516,2.9848819
-29.849174,1.382499,2.981711
-29.885832,1.3817732,2.9801369
-29.922747,1.3861563,2.983646
-29.958729,1.3698571,2.9671474
-29.995209,1.3608143,2.9578195
-30.031359,1.3332329,2.930564
-28.162983,1.1041119,2.8103404
-28.206348,1.1115701,2.811306
-28.249044,1.1177609,2.8112116
-28.288696,1.1164079,2.8040547
-28.334644,1.1318974,2.8131404
-28.37906,1.1440341,2.819181
-28.423029,1.155602,2.824832
-28.463375,1.157507,2.82136
-28.50177,1.1539216,2.8127408
-28.54466,1.1637454,2.8171463
-28.586933,1.1722901,2.820466
-28.63575,1.2020047,2.8443446
-28.678223,1.2129102,2.8502488
-28.72115,1.2260449,2.8584528
-28.7651,1.2435224,2.871005
-28.808765,1.2611287,2.8838358
-28.850977,1.2746358,2.8928466
-28.898079,1.3072958,2.920576
-28.936207,1.3076534,2.9171276
-28.9745,1.3088169,2.9145818
-29.013634,1.3136132,2.915689
-29.053019,1.3199282,2.9183993
-29.092136,1.3256428,2.9206524
-29.131004,1.3307552,2.9224439
-29.169336,1.3338478,2.922391
-29.208046,1.3391671,2.924632
-29.246805,1.3452983,2.9277892
-29.284933,1.348697,2.9283996
-29.323128,1.352906,2.929922
-29.361252,1.3572159,2.931664
-29.398724,1.3580766,2.9301505
-29.43651,1.3611655,2.9309354
-29.47518,1.3707483,2.9381962
-29.513103,1.3761699,2.9415035
-29.550564,1.3788471,2.9422393
-29.58824,1.3837559,2.9452791
-29.625101,1.3823593,2.9422512
-29.662664,1.3874633,2.9457154
-29.700003,1.3912418,2.9479938
-29.73734,1.395829,2.951182
-29.774254,1.3962405,2.9503856
-29.81121,1.3974593,2.9504924
-29.848238,1.4001987,2.952209
-29.885098,1.4008956,2.9520307
-29.921694,1.3966982,2.947154
-29.958385,1.3933079,2.943181
-29.995226,1.3928628,2.942216
-30.03211,1.3939383,2.9428582
-30.068583,1.3730066,2.9219723
-27.73267,1.0962195,2.8124628
-27.77571,1.0996199,2.8082
-27.82688,1.1202409,2.8204966
-27.86966,1.1239071,2.8168097
-27.914276,1.1318078,2.8173184
-27.957825,1.1377802,2.8161383
-28.001577,1.1445656,2.8158913
-28.048222,1.1583569,2.8225212
-28.091394,1.1647129,2.8221736
-28.135906,1.1746404,2.8254147
-28.181675,1.1881499,2.832265
-28.22499,1.1962686,2.834076
-28.268719,1.205895,2.8374958
-28.311749,1.2142642,2.8398495
-28.35228,1.2165191,2.8364282
-28.392769,1.218885,2.8332467
-28.434467,1.2248335,2.8336773
-28.473118,1.2225585,2.826252
-28.51684,1.2349927,2.8332648
-28.561293,1.2503388,2.843267
-28.600916,1.251879,2.8399582
-28.638052,1.2458544,2.8293886
-28.682465,1.2629569,2.841536
-28.72299,1.2683148,2.842349
-28.772923,1.3059409,2.8748932
-28.813808,1.3143427,2.8789825
-28.852795,1.3165584,2.8771367
-28.892498,1.3216796,2.8782668
-28.93285,1.3297133,2.8823876
-28.971819,1.332947,2.8819194
-29.011076,1.3376892,2.883059
-29.050753,1.3446445,2.8865037
-29.089182,1.3467872,2.885332
-29.127573,1.3490319,2.8843813
-29.166372,1.3534887,2.8857327
-29.205095,1.3580492,2.88731
-29.24374,1.3627126,2.88911
-29.282438,1.3681836,2.891829
