x,y,z
-23.621662,0.8354852,4.0699363
-23.741446,0.8882961,4.079681
-23.83032,0.9174211,4.0744333
-23.9454,0.9683244,4.0843706
-24.007061,0.97679305,4.06637
-24.152414,1.0541892,4.095654
-24.19229,1.045824,4.067128
-24.293413,1.0885453,4.0740433
-24.38493,1.1240661,4.076603
-24.454472,1.1417058,4.0672317
-24.54385,1.176765,4.070521
-24.632793,1.2122028,4.074631
-24.693281,1.2236352,4.062191
-24.797123,1.2734694,4.0776024
-24.841558,1.2717161,4.0564857
-24.947147,1.3247025,4.0752683
-25.005991,1.3366394,4.064787
-25.075974,1.3590558,4.0623093
-25.158203,1.3932481,4.0689135
-25.21836,1.4077613,4.0614214
-25.290716,1.4340644,4.0630417
-25.399626,1.4954338,4.091343
-25.434397,1.4875469,4.0681825
-25.503794,1.5128832,4.070303
-25.58873,1.5538728,4.0847197
-25.639694,1.5625386,4.0749383
-25.699318,1.5800443,4.0722017
-25.78547,1.6244318,4.090523
-25.840736,1.6387334,4.0860343
-25.903793,1.661341,4.0883
-25.94583,1.6629596,4.0744934
-26.010235,1.6878846,4.0791874
-26.057484,1.6954882,4.0705657
-26.120132,1.7196178,4.075265
-26.16588,1.7263312,4.066445
-26.220348,1.742687,4.065545
-26.269348,1.7535417,4.060509
-26.315884,1.7620304,4.053807
-26.366896,1.7757759,4.051575
-26.428537,1.8018334,4.059589
-26.473429,1.8095796,4.053009
-26.523256,1.8232503,4.0514817
-26.574003,1.838386,4.0513988
-26.6317,1.8620777,4.058613
-26.67977,1.8750181,4.057233
-26.722775,1.8823078,4.051395
-26.768902,1.8936324,4.049109
-26.815931,1.9064169,4.048258
-26.876503,1.9362912,4.06195
-26.91362,1.9377006,4.052019
-26.957458,1.9477226,4.0495076
-27.002691,1.9598593,4.0489826
-27.052835,1.9787155,4.054369
-27.09262,1.9846025,4.0489516
-27.134817,1.993913,4.046629
-27.175886,2.0020447,4.043482
-27.221241,2.0162652,4.0457435
-27.26784,2.0326314,4.05006
-27.309875,2.0431867,4.04957
-27.345581,2.0452373,4.041895
