x,y,z
-26.156898,1.4973953,3.8124886
-26.307337,1.62151,3.899778
-26.406137,1.6892524,3.9418974
-26.501192,1.754209,3.9823046
-26.580439,1.8021863,4.009274
-26.596142,1.7762711,3.9755955
-26.100632,1.1397774,3.4353662
-26.151037,1.1482134,3.4285502
-26.183746,1.1353834,3.4041948
-26.677488,1.6908917,3.856277
-26.702261,1.6741803,3.8304338
-26.393412,1.2365878,3.449604
-26.363182,1.1444559,3.3589325
-26.374496,1.1039252,3.3117466
-26.408583,1.0922959,3.2891297
-26.443838,1.0820682,3.26782
-26.480232,1.0732503,3.2478356
-26.514305,1.0612204,3.2252154
-26.557764,1.0618632,3.213622
-26.601212,1.0626364,3.202313
-26.638474,1.0548937,3.183793
-26.672556,1.0425849,3.1614342
-26.72077,1.0503831,3.1566982
-26.757824,1.0422862,3.138277
-26.78544,1.0202186,3.1077456
-26.822834,1.0122907,3.0896912
-26.858116,1.0010991,3.0688896
-26.895763,0.99336076,3.0512447
-26.92439,0.9715564,3.021285
-26.972685,0.9802046,3.0183916
-27.863695,2.331519,4.2089396
-27.891533,2.3263566,4.19688
-27.920273,2.3226242,4.1861906
-27.948658,2.3182893,4.1750607
-27.976702,2.313349,4.163483
-28.019587,2.3337138,4.1747394
-28.050337,2.3337388,4.1678658
-28.08964,2.3488977,4.1747603
-28.11643,2.3422682,4.1621184
-28.149374,2.3466816,4.1595664
-28.190456,2.3663054,4.1709456
-28.223877,2.372311,4.1701145
-28.256113,2.376351,4.1676197
-28.290071,2.3839347,4.1684785
-28.316868,2.377809,4.156928
-28.347569,2.3793578,4.1524944
-28.38473,2.394149,4.160323
-28.417961,2.4014344,4.161401
-28.449425,2.4053493,4.159498
-28.485052,2.4183888,4.1661277
-28.519516,2.429454,4.1710715
-28.55758,2.4489856,4.183983
-28.59008,2.4567847,4.1861753
-28.62185,2.4632845,4.187281
-28.649332,2.4600916,4.1794925
-28.678034,2.4597692,4.174464
-28.703573,2.4518178,4.1624193
-28.733746,2.4551487,4.1609836
-28.763311,2.4571602,4.1584187
-28.796368,2.468388,4.1645813
-28.823662,2.4649444,4.157115
-28.854393,2.4707236,4.158389
-28.885283,2.4772952,4.160517
-28.91557,2.482544,4.1615086
-28.946743,2.490703,4.165345
-28.972782,2.4841125,4.1553864
-29.001715,2.486073,4.153576
-29.032885,2.49519,4.1586246
-29.063244,2.5022714,4.1618576
-29.08895,2.494551,4.1511793
-29.116879,2.4939876,4.14736
-29.146042,2.4977582,4.147743
-29.182123,2.5264769,4.171918
-29.20864,2.5218916,4.164572
-29.23673,2.523065,4.162788
-29.264435,2.5228891,4.1598086
-29.292316,2.5234976,4.157666
-29.320356,2.5248935,4.1563625
-29.349697,2.5320697,4.1606674
-29.379082,2.5400412,4.16583
-29.407257,2.5430942,4.1663885
-29.434784,2.5433636,4.164376
-29.459728,2.5308366,4.1502013
-29.484592,2.5169373,4.134784
-29.513763,2.525282,4.140755
-29.54242,2.5315576,4.1448383
-29.570492,2.5350451,4.14634
-29.60115,2.555089,4.1638255
-29.628866,2.5580149,4.1649747
-29.655914,2.5567102,4.162146
-29.68161,2.5454316,4.149812
-29.708405,2.5413916,4.144517
-29.736126,2.5445995,4.146277
-29.763956,2.5493157,4.1495767
-29.792084,2.5576968,4.1564927
-29.820494,2.5704627,4.1677227
-29.846918,2.5631828,4.15973
-29.873108,2.5516562,4.1477256
-29.900263,2.5509796,4.1462584
-29.927334,2.548935,4.1435556
-29.95505,2.5577474,4.1514077
-29.982412,2.5623164,4.1552534
-30.009995,2.5741496,4.1661925
-30.037199,2.5802999,4.171736
-30.063929,2.5714104,4.1628504
-30.090847,2.5654674,4.1568913
-30.11784,2.5574353,4.149
-30.14496,2.5494719,4.141257
-30.172077,2.5602877,4.1517215
-30.198992,2.5733309,4.1644173
-30.225943,2.5756502,4.166849
-30.253056,2.5715635,4.1631823
-30.28026,2.5668268,4.158973
-30.308245,2.5470552,4.140346
-30.335836,2.5403042,4.134367
-30.36367,2.5314684,4.1264644
-30.391392,2.5263004,4.1221857
-30.417166,2.5470843,4.1430063
-30.444038,2.5513997,4.1480336
-30.471317,2.5507526,4.148363
-30.498314,2.5530505,4.151613
-30.527172,2.5381804,4.1384196
-30.55559,2.5291333,4.1309247
-30.583698,2.523751,4.127047
-30.61016,2.5313582,4.1357484
-30.637014,2.5354447,4.1411457
-30.664232,2.5367312,4.143935
-30.691545,2.5373707,4.146188
-30.720396,2.528768,4.1396556
-30.749634,2.5188117,4.131922
-30.778378,2.5125146,4.127792
-30.805592,2.5148802,4.132055
-30.83291,2.5166001,4.1357837
-30.857994,2.52911,4.149921
-30.885178,2.5309641,4.153941
-30.9136,2.5271773,4.152657
-30.945204,2.5099108,4.1385956
-30.975554,2.4991546,4.1308584
-31.003267,2.499886,4.1341753
-31.029705,2.5056746,4.1423974
-31.055305,2.5143757,4.153471
-31.083271,2.5138922,4.1558857
-31.111444,2.5127718,4.157786
-31.14696,2.4861608,4.1355844
-31.1737,2.4908867,4.1432347
-31.202942,2.4871707,4.142969
-31.232906,2.481409,4.1408668
-31.26048,2.4835196,4.146307
-31.288717,2.4835787,4.1498985
-31.321217,2.4709911,4.1416545
-31.356339,2.4514394,4.126966
-31.38359,2.4552798,4.134428
-31.417625,2.4401581,4.1241517
-31.448275,2.4350004,4.1233582
-31.472664,2.4468145,4.138584
-31.49768,2.456575,4.1519537
-31.530256,2.446732,4.1470633
-31.566355,2.4285693,4.1345215
-31.600735,2.4154267,4.126806
-31.633574,2.4065905,4.12323
-31.66061,2.411837,4.132875
-31.68787,2.4164534,4.1420174
-31.717834,2.4148588,4.1454873
-31.754715,2.3980174,4.134944
-31.792496,2.3799024,4.123372
-31.828613,2.3660827,4.115919
-31.863302,2.3558502,4.1119137
-31.89313,2.356127,4.117709
-31.919897,2.3627205,4.1294074
-31.953472,2.355544,4.1285663
-31.995222,2.3325777,4.1134014
-32.025227,2.3332157,4.1199794
-32.059196,2.326356,4.1198254
-32.088146,2.3292334,4.128662
-32.110733,2.3438709,4.1482763
-32.14893,2.3297305,4.1418595
-32.19346,2.3047519,4.1257963
-32.23295,2.2895112,4.118724
-32.26914,2.2805514,4.117479
-32.30348,2.275117,4.1195493
-32.33186,2.2800057,4.1310143
-32.36588,2.2754462,4.1341143
-32.417736,2.2417872,4.1113505
-32.45923,2.2259536,4.104725
-32.49842,2.2143226,4.102017
