x,y,z
-29.049038,1.2380352,2.925486
-29.090397,1.253098,2.936502
-29.132133,1.2711344,2.9505
-29.17209,1.2821434,2.9579191
-29.215021,1.3089907,2.9806318
-29.254223,1.3187957,2.987173
-29.291552,1.3194036,2.9850273
-29.329878,1.3258364,2.988587
-29.367496,1.3287904,2.9889307
-29.404833,1.3304095,2.988113
-29.442799,1.3364279,2.9916377
-29.480768,1.3432639,2.9960694
-29.51843,1.3487651,2.9993405
-29.555267,1.3486245,2.9973035
-29.592102,1.3485789,2.9954743
-29.629581,1.3543735,2.9993787
-29.667192,1.3624215,3.0055733
-29.704395,1.3676944,3.0092134
-29.74113,1.3687522,3.0089097
-29.777964,1.3713424,3.0101976
-29.815119,1.3790607,3.016543
-29.85173,1.3804045,3.016858
-29.888115,1.3782465,3.0139117
-29.924812,1.3819361,3.0167165
-29.960894,1.3720522,3.0065417
-29.996773,1.3514688,2.9861536
-30.033213,1.3403292,2.9749885
-30.069426,1.3055382,2.941112
-28.655796,1.1054239,2.7963395
-28.705412,1.1390793,2.8239188
-28.746473,1.1453154,2.8254495
-28.793032,1.1714759,2.8462
-28.834503,1.1807835,2.8509636
-28.880733,1.2086294,2.8736553
-28.92084,1.214634,2.8755412
-28.964218,1.2342288,2.8906193
-29.007797,1.2560787,2.908018
-29.050194,1.2745042,2.9222746
-29.090366,1.2845204,2.928576
-29.1327,1.3053162,2.9454021
-29.171265,1.309866,2.946701
-29.209898,1.3152306,2.9489121
-29.24775,1.3171365,2.947906
-29.285568,1.3191414,2.9471154
-29.323732,1.3233852,2.948608
-29.36255,1.3320103,2.954461
-29.400536,1.3364568,2.9563942
-29.438118,1.338862,2.9564705
-29.47566,1.3413653,2.9567595
-29.513453,1.3461101,2.9593387
-29.551445,1.3530984,2.9642138
-29.58915,1.3587575,2.9679198
-29.626112,1.358794,2.9662857
-29.663296,1.3610718,2.9669418
-29.701,1.3691711,2.9733686
-29.738317,1.3745058,2.9772272
-29.775372,1.3777907,2.9792104
-29.812267,1.3797393,2.9800096
-29.84927,1.3839314,2.9831038
-29.886038,1.3853545,2.9836206
-29.922676,1.3847234,2.9822521
-29.959352,1.3849027,2.9817843
-29.99624,1.3916252,2.9877954
-30.032965,1.3962932,2.991921
-30.06939,1.3881569,2.9837003
-30.105717,1.3564637,2.9526682
-30.142591,1.3535306,2.9497342
-28.160147,1.0971665,2.803729
-28.199673,1.0948834,2.7954006
-28.246044,1.1101046,2.803904
-28.291903,1.124768,2.8120437
-28.33229,1.1256211,2.807135
-28.376244,1.1363559,2.8118253
-28.417013,1.1388335,2.8087492
-28.4597,1.1470168,2.8112864
-28.502008,1.1546214,2.8134136
-28.543959,1.161644,2.815124
-28.584192,1.1638763,2.8123612
-28.624828,1.16762,2.8111868
-28.667141,1.1770933,2.8156748
-28.709084,1.1859827,2.8197436
-28.755413,1.2104635,2.8390317
-28.799143,1.2273417,2.851128
-28.841623,1.2408242,2.860086
-28.88218,1.2480841,2.8631554
-28.926289,1.2695627,2.8801584
-28.96916,1.2876418,2.8940125
-29.011393,1.3044312,2.906763
-29.050684,1.310034,2.9087734
-29.090204,1.3171568,2.9123902
-29.129295,1.322972,2.9148617
-29.166939,1.3225203,2.9113483
-29.205309,1.3257089,2.9115024
-29.24556,1.3389199,2.9215622
-29.283073,1.3387706,2.918704
-29.320713,1.339428,2.9167495
-29.359188,1.3451512,2.9198666
-29.397335,1.3495569,2.9218154
-29.43519,1.3526418,2.9225912
-29.47372,1.3608,2.928454
-29.511032,1.3612425,2.926879
-29.548891,1.3660479,2.9296942
-29.58667,1.3709521,2.932725
-29.624695,1.3788018,2.9387622
-29.661982,1.381058,2.9394293
-29.699303,1.3841226,2.9410067
-29.736698,1.3887084,2.944191
-29.77396,1.3926795,2.9468865
-29.810787,1.3917603,2.9448943
-29.848097,1.3980613,2.9501085
-29.885014,1.3994703,2.9506297
-29.922085,1.4045382,2.9548597
-29.958773,1.4025745,2.9522905
-29.995733,1.4078333,2.956935
-30.032259,1.3996418,2.9484663
-30.06904,1.3986735,2.9472117
-30.10585,1.3992257,2.9475636
-30.142647,1.3977334,2.9460187
-30.179455,1.3984749,2.946782
-30.217182,1.3344295,2.8839488
-27.784702,1.1180632,2.8257484
-27.824585,1.1154532,2.8159337
-27.869982,1.1245918,2.817463
-27.912374,1.1276944,2.8133855
-27.95502,1.131603,2.8102245
-28.00066,1.142504,2.8139138
-28.04642,1.1542289,2.8185587
