x,y,z
-23.570768,0.83745646,4.0967197
-23.659523,0.86527586,4.0895066
-23.746517,0.8923197,4.0823436
-23.86925,0.9485588,4.095193
-23.934643,0.9596474,4.078543
-24.086271,1.0412073,4.10993
-24.143894,1.0472035,4.090898
-24.257965,1.1001322,4.104361
-24.32713,1.1166625,4.093449
-24.410082,1.1452186,4.091297
-24.544807,1.2183223,4.120799
-24.587387,1.2140067,4.0967236
-24.676777,1.250149,4.1014957
-24.770498,1.290833,4.1100554
-24.8474,1.3176045,4.1092277
-24.923294,1.344094,4.108655
-24.98677,1.3600962,4.100928
-25.04538,1.3721347,4.0906663
-25.133705,1.411545,4.100793
-25.18063,1.4138188,4.084079
-25.267525,1.4532652,4.0951486
-25.355206,1.4942956,4.1079216
-25.409983,1.5051949,4.098654
-25.45948,1.511404,4.086144
-25.537024,1.5447781,4.094437
-25.606506,1.5710926,4.097814
-25.6542,1.576721,4.0857754
-25.714354,1.5948818,4.0835953
-25.791069,1.6300106,4.0948267
-25.838882,1.636869,4.08459
-25.887226,1.6445193,4.0752034
-25.979952,1.697937,4.101848
-26.024754,1.7029126,4.0909915
-26.06289,1.7011375,4.0750217
-26.113575,1.7126966,4.0697813
-26.16943,1.7301157,4.069455
-26.22681,1.7496419,4.0711007
-26.29325,1.779527,4.081353
-26.335552,1.7836304,4.071202
-26.397892,1.8101611,4.079377
-26.44847,1.8241715,4.0777206
-26.498285,1.8377256,4.0759406
-26.548473,1.8521016,4.075076
-26.62736,1.9000727,4.1020327
-26.662018,1.8974973,4.0877905
-26.700539,1.8995435,4.0775084
-26.750956,1.9159415,4.079298
-26.832838,1.9707669,4.113323
-26.867594,1.9694248,4.10089
-26.918205,1.9877145,4.1050487
-26.970123,2.0081468,4.111255
-27.01915,2.0255032,4.115122
-27.056625,2.0286283,4.10718
-27.088966,2.0253096,4.0939236
-27.123371,2.0247133,4.0831065
-27.172262,2.0433264,4.088833
-27.238184,2.0852208,4.114734
-27.272156,2.0850499,4.1048393
-27.29983,2.0763655,4.087743
