x,y,z
-29.060455,1.1196215,2.809001
-29.101082,1.1275837,2.8132772
-29.138157,1.1192207,2.8020706
-29.176218,1.1152396,2.7951713
-29.218052,1.1306698,2.8069816
-29.257265,1.1333332,2.806696
-29.296432,1.1361,2.8066344
-29.33495,1.1353886,2.8033605
-29.374277,1.1397924,2.8051171
-29.413534,1.1443005,2.8070993
-29.452301,1.1460426,2.8065476
-29.491333,1.1500385,2.8082843
-29.530573,1.1562893,2.8123145
-29.569538,1.1612072,2.815185
-29.607698,1.1597645,2.812057
-29.645576,1.1555469,2.8063765
-29.684074,1.1571736,2.8064394
-29.7228,1.1617749,2.8094902
-29.763071,1.186604,2.8321552
-29.801693,1.1942859,2.8384223
-29.840471,1.2063832,2.8490682
-29.878891,1.2157054,2.8571587
-29.917196,1.225847,2.8661609
-29.955456,1.2389653,2.8781543
-29.993483,1.2514641,2.8896704
-30.031471,1.2705369,2.9076462
-30.069057,1.2839513,2.9202824
-30.10643,1.2974634,2.9331288
-30.14358,1.3045952,2.9399338
-30.180515,1.3262131,2.9608335
-30.217375,1.329937,2.9645767
-30.254223,1.3315966,2.966444
-30.290998,1.3347898,2.969905
-30.327585,1.3416741,2.9770389
-30.363997,1.3500903,2.9857635
-30.40039,1.3564413,2.992607
-30.437042,1.3571322,2.9941044
-30.47343,1.3615115,2.9992714
-30.510033,1.3623898,3.0011754
-30.54662,1.3633623,3.003284
-30.582582,1.3708954,3.0118256
-30.619455,1.3684621,3.0108786
-30.656288,1.3668425,3.0108304
-30.69196,1.3753703,3.0206618
-30.72795,1.3803985,3.027235
-30.764341,1.3819304,3.0305562
-30.800608,1.3842735,3.0347705
-30.837269,1.3838408,3.0364304
-30.877905,1.3584197,3.0142121
-30.914185,1.3617697,3.0197434
-28.573877,1.0970895,2.797967
-28.616762,1.1071968,2.802753
-28.657747,1.1117778,2.8024077
-28.69802,1.1143508,2.8002787
-28.739073,1.1198606,2.8010917
-28.779232,1.122652,2.799436
-28.820896,1.1312165,2.8034453
-28.86261,1.1406052,2.8083854
-28.905087,1.1536543,2.8169804
-28.94593,1.1611471,2.8203793
-28.985275,1.1630716,2.8185568
-29.025417,1.1686523,2.8203797
-29.065947,1.1764741,2.8244915
-29.105885,1.1822717,2.8267856
-29.143484,1.1775026,2.8190136
-29.181587,1.1749651,2.8135118
-29.22097,1.1789367,2.8144145
-29.260286,1.1830125,2.815545
-29.299026,1.1843405,2.8141413
-29.338709,1.1914766,2.818479
-29.379198,1.2044275,2.8285737
-29.416737,1.1996396,2.8216186
-29.45518,1.200661,2.8204079
-29.493603,1.2017825,2.8194127
-29.53219,1.2044327,2.8200207
-29.570385,1.2043238,2.8180723
-29.608498,1.2035985,2.8156438
-29.646847,1.205117,2.8155098
-29.685377,1.2088821,2.8176785
-29.723333,1.2070212,2.8144999
-29.762074,1.2145646,2.8205776
-29.801746,1.2365298,2.8407965
-29.840315,1.2471423,2.850103
-29.878794,1.2592881,2.86102
-29.917006,1.270102,2.8707638
-29.955072,1.2817311,2.8814187
-29.992977,1.2941759,2.8929858
-30.030737,1.3088689,2.906857
-30.068197,1.3200767,2.9174533
-30.105423,1.3256471,2.92268
-30.142563,1.3341808,2.9309053
-30.179617,1.3349259,2.9316635
-30.216637,1.3371994,2.9340239
-30.25359,1.341001,2.9379845
-30.2905,1.3441813,2.941454
-30.327362,1.3474557,2.9451284
-30.36407,1.3529742,2.9510975
-30.40073,1.3578691,2.956573
-30.43758,1.3585608,2.9580722
-30.474268,1.3614957,2.9618654
-30.510853,1.3652406,2.966559
-30.547626,1.366215,2.9686718
-30.583843,1.3730092,2.9765515
-30.620174,1.3777485,2.982545
-30.656982,1.3775735,2.9838777
-30.693455,1.3803532,2.9881926
-30.729975,1.3825119,2.9920163
-30.766365,1.3854783,2.9967356
-30.802505,1.3899667,3.0030417
-30.83879,1.3931184,3.0081625
-30.874916,1.3970768,3.0141745
-30.91181,1.396133,3.015554
-30.949345,1.3917186,3.013691
-30.987473,1.3845527,3.0092878
-31.025171,1.3803394,3.0078602
-31.06747,1.3534374,2.9846468
-28.162699,1.1034174,2.80968
-28.202175,1.101141,2.8013644
-28.244953,1.1073208,2.8012471
-28.290567,1.1212847,2.8087149
-28.336216,1.1360819,2.817144
-28.37983,1.1461284,2.821187
-28.420523,1.1486151,2.818131
-28.463865,1.1589055,2.8227024
-28.503925,1.1602211,2.8187966
-28.543491,1.1602428,2.813776
-28.585562,1.1680832,2.8164134
-28.627949,1.1774442,2.8206596
-28.670399,1.1876278,2.8258443
-28.711624,1.194417,2.8278928
-28.752527,1.2006164,2.8295074
-28.793928,1.2090402,2.8334103
-28.833437,1.2112393,2.8314204
-28.872526,1.2121344,2.8282924
-28.911045,1.2110159,2.8233342
-28.94851,1.2057638,2.8144803
-28.988981,1.2126133,2.817504
-29.030008,1.2223995,2.8235173
-29.070066,1.2287629,2.8263316
-29.109087,1.2309895,2.8252459
-29.155258,1.2673004,2.8575125
-29.192339,1.2619588,2.8493109
-29.230194,1.2602551,2.8447719
-29.269932,1.2685757,2.85014
-29.308006,1.2684903,2.8474216
-29.34535,1.2642462,2.840753
-29.385881,1.2792668,2.8530464
-29.42452,1.2837441,2.8551512
-29.462248,1.2826383,2.8519096
-29.500286,1.2837629,2.8509684
-29.538303,1.2849855,2.8502398
-29.576471,1.2877302,2.851122
-29.614594,1.2905736,2.852219
-29.652668,1.2935162,2.853531
-29.6902,1.291575,2.8501658
-29.72802,1.292578,2.8498063
-29.766407,1.3008006,2.8566523
-29.804024,1.3005755,2.8553205
