x,y,z
-25.151312,1.3038683,3.9660287
-25.213846,1.3203459,3.960198
-25.335344,1.393342,3.9972587
-25.182995,1.204972,3.837316
-25.097343,1.0778584,3.722745
-25.130114,1.0643001,3.6942148
-25.391733,1.276485,3.839127
-25.41837,1.2587194,3.8084006
-25.295103,1.0899978,3.660757
-25.334335,1.0831718,3.638165
-25.374283,1.0770857,3.6163125
-25.38226,1.0379317,3.5686474
-25.417816,1.026979,3.5431685
-25.44757,1.0098283,3.5129094
-25.49237,1.0085118,3.4953365
-25.523098,0.99216104,3.4659452
-25.554642,0.97651315,3.437213
-26.487116,1.9500748,4.2052503
-26.510393,1.9349669,4.180287
-26.547558,1.9352242,4.1678576
-26.573988,1.9234443,4.1457806
-26.626926,1.9418608,4.1484823
-26.675714,1.9559764,4.147919
-26.730917,1.9779967,4.1541057
-26.769407,1.9808644,4.1447396
-26.817614,1.9954985,4.145301
-26.866686,2.0116029,4.1473193
-26.90807,2.018792,4.1421266
-26.95463,2.0326285,4.1426916
-26.99942,2.0446742,4.14197
-27.043516,2.056223,4.141037
-27.084877,2.0646503,4.1376634
-27.139345,2.0902786,4.149077
-27.193438,2.116114,4.1609373
-27.24166,2.1349063,4.1670513
-27.280704,2.1419911,4.163366
-27.307405,2.1326694,4.1457524
-27.34006,2.1313648,4.135132
-27.378008,2.1374574,4.1310263
-27.43201,2.166286,4.14678
-27.464907,2.1660008,4.137503
-27.50013,2.1691494,4.1313443
-27.537605,2.1757505,4.1283402
-27.579987,2.1898398,4.13205
-27.618103,2.1980348,4.13077
-27.656094,2.2063527,4.1297584
-27.69836,2.2215269,4.1349535
-27.740395,2.2368455,4.1404624
-27.783485,2.2543335,4.148079
-27.823761,2.267912,4.1524105
-27.855856,2.268747,4.1455646
-27.883373,2.2622085,4.132253
-27.92409,2.2774963,4.13856
-27.969423,2.3010917,4.1524916
-28.006014,2.3105273,4.153902
-28.04364,2.3221278,4.1574097
-28.068644,2.3119621,4.14143
-28.098785,2.310759,4.1336265
-28.13424,2.3192432,4.1347055
-28.172544,2.3333325,4.141012
-28.210264,2.3468592,4.1469655
-28.242332,2.3501759,4.1437664
-28.270773,2.3466887,4.1344743
-28.303137,2.3508735,4.132293
-28.33994,2.3641434,4.1385536
-28.37312,2.3706064,4.1387143
-28.41023,2.385488,4.1467395
-28.44744,2.4011836,4.155663
-28.473988,2.3947592,4.144329
-28.50447,2.39675,4.140854
-28.534922,2.3988264,4.1375647
-28.56255,2.3947113,4.1286426
-28.59632,2.4046323,4.1328373
-28.632614,2.4209466,4.143102
-28.664259,2.4268794,4.143845
-28.691204,2.4216955,4.1343365
-28.721329,2.4242935,4.1321774
-28.752241,2.429081,4.132169
-28.783073,2.4339566,4.1323504
-28.814892,2.4417334,4.13536
-28.846582,2.4496021,4.1385684
-28.877893,2.4568586,4.1413145
-28.904598,2.4515085,4.132313
-28.927483,2.4349296,4.1128163
-28.958723,2.4424229,4.116076
-28.991009,2.4535413,4.122867
-29.02107,2.458384,4.123843
-29.0546,2.4746442,4.1357236
-29.085709,2.4839172,4.1411095
-29.112457,2.4790883,4.1332374
-29.137844,2.469357,4.120796
-29.167368,2.473897,4.121981
-29.197594,2.4813616,4.1260457
-29.228073,2.4903345,4.1316466
-29.257132,2.4944081,4.132689
-29.287184,2.5028362,4.1379747
-29.3159,2.5063572,4.1386843
-29.340084,2.490695,4.121175
-29.367393,2.4879355,4.1160564
-29.396597,2.4938154,4.1192827
-29.425259,2.4976313,4.12063
-29.453428,2.4993787,4.12009
-29.483906,2.513361,4.131358
-29.514555,2.5295758,4.1448703
-29.541536,2.5265455,4.1400323
