x,y,z
-27.494753,1.3023934,3.2303886
-27.62795,1.4014266,3.303123
-27.70311,1.4691787,3.3565168
-27.767298,1.5186527,3.3936586
-27.811502,1.5318601,3.3980527
-27.859076,1.5521045,3.4090476
-27.913725,1.5870092,3.4336467
-27.985868,1.658068,3.4916134
-28.01662,1.647702,3.4751992
-28.05526,1.6533554,3.4736037
-28.096123,1.6639807,3.476728
-28.13649,1.6740353,3.4794817
-28.18086,1.693258,3.4908576
-28.222725,1.7077465,3.4980292
-28.262196,1.7174823,3.5009575
-28.301815,1.7280347,3.5047903
-28.34037,1.736609,3.5069304
-28.380838,1.750195,3.513877
-28.421667,1.765305,3.5223966
-28.459152,1.7728267,3.5239868
-28.495409,1.7776492,3.523188
-28.533213,1.7867899,3.5265574
-28.570871,1.796041,3.5301657
-28.608639,1.8061059,3.5346718
-28.718365,2.0157118,3.7268066
-28.764973,2.0565107,3.7607203
-28.806305,2.0840535,3.7823453
-28.852207,2.1265693,3.8182507
-28.89418,2.1593406,3.8451505
-28.934273,2.188003,3.8683357
-28.973469,2.215377,3.8904595
-29.010069,2.2357864,3.9061403
-29.04761,2.2605648,3.9260988
-29.084143,2.2833304,3.9442906
-29.118519,2.2998135,3.9566526
-29.151857,2.3135538,3.9665313
-29.185917,2.3309488,3.9800057
-29.21915,2.346309,3.991664
-29.253733,2.368178,4.0096426
-29.286253,2.3830214,4.0210476
-29.317211,2.3922515,4.0272083
-29.34738,2.3987126,4.0308285
-29.256178,1.8446229,3.4987068
-29.277168,1.7866316,3.4405017
-29.300934,1.7379596,3.3912477
-29.33303,1.7286677,3.3797584
-29.356304,1.67079,3.3218002
-29.386927,1.6494625,3.2989345
-29.407757,1.5680358,3.2184877
-29.425625,1.4601154,3.1126323
-29.427183,1.233912,2.8931708
-29.452095,1.1446087,2.8051696
-29.48742,1.1213412,2.7806954
-29.520346,1.0766275,2.7356954
-29.572737,1.1877697,2.840744
-29.598896,1.0814903,2.7367148
-29.62944,1.0011091,2.657669
-29.668331,0.9940746,2.649342
-29.707333,0.9871378,2.6412292
-29.74673,0.9838948,2.6367946
-29.78482,0.962059,2.6145587
-29.861504,0.90932274,2.5616875
-30.51037,1.3580763,2.9970179
-30.524466,1.6199434,3.2505164
-30.539825,1.8242998,3.4485826
-30.545183,2.0947316,3.7102618
-30.559946,2.2408576,3.852201
-30.56187,2.4760041,4.079798
