x,y,z
-24.533749,1.2492182,4.163544
-24.635143,1.2949388,4.1743665
-24.677916,1.291446,4.1512084
-24.747559,1.3112187,4.144731
-24.827215,1.3401906,4.145211
-24.900396,1.3641255,4.1425633
-24.986794,1.4003217,4.149183
-25.058628,1.4242849,4.147462
-25.128159,1.4467347,4.145057
-25.177502,1.4513645,4.1299877
-25.28022,1.5051775,4.151429
-25.34815,1.5278909,4.150461
-25.427513,1.5618274,4.1582413
-25.476658,1.5680311,4.1457195
-25.519299,1.5682943,4.128974
-25.591982,1.597528,4.1343513
-25.654121,1.617218,4.132889
-25.712852,1.6340678,4.129596
-25.766348,1.6461964,4.1229944
-25.8116,1.6504655,4.110606
-25.916126,1.7145498,4.1447935
-25.967613,1.726136,4.1387463
-26.03479,1.7541511,4.1458097
-26.087673,1.768033,4.142144
-26.154783,1.7971771,4.150789
-26.19168,1.7951273,4.13509
-26.239859,1.8051777,4.1291766
-26.300823,1.8293102,4.1347485
-26.36845,1.8612863,4.1469364
-26.40497,1.8598642,4.132599
-26.453568,1.8719271,4.129317
-26.515099,1.8988447,4.13833
-26.573421,1.9228047,4.145259
-26.610115,1.9226266,4.1327524
-26.660707,1.938627,4.1336784
-26.71879,1.9638289,4.142435
-26.766674,1.9776372,4.1420717
-26.811111,1.9877368,4.1388617
-26.844658,1.9850271,4.125195
-26.89156,1.9986552,4.1253066
-26.93985,2.0144029,4.127416
-26.992096,2.035542,4.134291
-27.029,2.037922,4.1255975
-27.070494,2.0463119,4.122144
-27.114918,2.0587783,4.122336
-27.17277,2.0891542,4.1379805
-27.213701,2.098011,4.135539
-27.24659,2.0964425,4.124347
-27.283417,2.1002617,4.117909
-27.323095,2.1081722,4.115148
-27.366493,2.1215246,4.1172595
-27.419664,2.1489935,4.1317964
-27.453629,2.1500092,4.1236095
-27.48897,2.153129,4.117388
-27.526566,2.1597018,4.1143217
-27.564968,2.1677337,4.1126895
-27.624853,2.2081008,4.1396084
-27.656984,2.207697,4.1309414
-27.688679,2.2067132,4.121883
-27.720387,2.2058198,4.11302
-27.755543,2.210422,4.109145
-27.80762,2.2421985,4.129558
-27.84872,2.2572255,4.135301
-27.877983,2.2533839,4.124374
-27.912214,2.2577796,4.1209183
-27.95123,2.27045,4.1250143
-27.98845,2.280521,4.126936
-28.030243,2.2989063,4.1364975
-28.06281,2.3017023,4.132171
-28.088043,2.29158,4.116284
-28.11721,2.2883747,4.1067376
-28.152767,2.2969258,4.1079617
-28.19334,2.3152168,4.118184
-28.23363,2.3336444,4.128702
-28.269344,2.3439298,4.1319556
-28.298206,2.3412042,4.1234493
-28.32364,2.3316407,4.1087737
-28.35468,2.3332148,4.1043944
-28.389053,2.3418097,4.106581
-28.422298,2.3484273,4.1070757
-28.460968,2.3669586,4.1186843
-28.490387,2.3661325,4.1125655
-28.519814,2.365387,4.10662
-28.550488,2.3675108,4.103431
-28.58021,2.3676252,4.098486
-28.615301,2.380404,4.105413
-28.654879,2.4044864,4.1229987
-28.68545,2.4076853,4.121275
-28.717096,2.4137745,4.1223574
-28.743385,2.4066179,4.1111693
-28.770596,2.4016333,4.102093
-28.801334,2.4058614,4.1017375
-28.833305,2.4136958,4.1048717
-28.869738,2.434308,4.1201262
-28.899113,2.435991,4.117714
-28.927727,2.4356356,4.113481
-28.954672,2.4304104,4.104749
-28.982862,2.4287884,4.0995007
-29.011526,2.428656,4.0957503
-29.041077,2.4314332,4.0948467
-29.074038,2.445634,4.104857
-29.10614,2.4578035,4.113062
-29.13313,2.4530263,4.105301
-29.16019,2.4483173,4.0976887
-29.188097,2.4465203,4.092926
-29.216593,2.4469304,4.0903525
-29.249828,2.4659276,4.105569
-29.280281,2.4750495,4.111494
-29.310759,2.4849691,4.118284
-29.338757,2.4849882,4.1157274
-29.364191,2.47366,4.1024203
-29.391499,2.4702473,4.0967536
-29.41886,2.4669044,4.091237
-29.448273,2.473641,4.0954523
-29.477028,2.4775958,4.0971007
-29.508224,2.4952242,4.1119475
-29.535099,2.4900303,4.1050153
-29.562656,2.4884856,4.1016665
-29.591616,2.4956112,4.106725
-29.61904,2.4934945,4.1030025
-29.64577,2.486428,4.094607
-29.676817,2.5102773,4.1160154
-29.70693,2.5299091,4.133473
-29.734396,2.5302415,4.132461
-29.761614,2.5284903,4.129531
-29.78803,2.5189073,4.1191425
-29.814808,2.5115461,4.110974
-29.842272,2.51072,4.109183
-29.870152,2.5149965,4.112394
-29.898016,2.5200644,4.116456
-29.92673,2.5395863,4.134542
-29.95407,2.5404859,4.1347613
-29.981394,2.5414562,4.135133
-30.008348,2.533864,4.12733
-30.035378,2.5249019,4.118287
-30.062582,2.5174475,4.1107817
-30.08998,2.51438,4.1075935
-30.11771,2.5430434,4.1351113
-30.144957,2.5473132,4.139174
-30.17222,2.53942,4.1315837
-30.19965,2.5287185,4.121368
-30.227152,2.5224056,4.1154723
-30.254799,2.5147252,4.1083426
-30.282316,2.5135903,4.1076145
-30.309082,2.5290723,4.1229997
-30.335953,2.538147,4.132287
